orderid,orderdate,customerid,agegroup,gender,city,devicetype,acquisitionchannel,customersegment,productid,productname,category,subcategory,brand,price,cost,quantity,discount,shippingcost,paymentmethod,orderstatus,deliverydays,revenue,profit,rating,promocodeused,reviewcount,agecategory
O00597,8/6/2024,C1916,55-64,Female,Berlin,Desktop,Organic Search,New,P00597,Leather sandals - blue,Shoes,Sandals,Anna Field,77.89,38.01,1,0,4.37,Apple Pay,Shipped,6,77.89,35.51,3,No,0,senior
O00598,11/29/2025,C1196,18-24,Male,Munich,Desktop,Referral,New,P00598,Printed scarves - red,Accessories,Scarves,Anna Field,42.99,27.14,3,0,5.24,Debit Card,Delivered,2,128.97,42.31,5,No,199,young
O00599,6/28/2024,C1393,45-54,Female,Berlin,Desktop,Social Media,New,P00599,Classic skirts - pink,Clothing,Skirts,JDY,36.46,23.06,2,0,5.35,PayPal,Delivered,7,72.92,21.45,2,No,70,older adult
O00600,2/26/2024,C1331,25-34,Female,Essen,Desktop,Email,New,P00600,Slim fit hats & caps - khaki,Accessories,Hats & caps,Nike,66.45,39.13,1,10,0.91,Google Pay,Delivered,4,59.81,19.77,3,Yes,160,adult
O00601,7/6/2024,C1773,25-34,Male,Berlin,Desktop,Organic Search,New,P00601,Printed ballerinas - grey,Shoes,Ballerinas,Stradivarius,59.31,31.57,1,9,4.27,Apple Pay,Delivered,2,53.97,18.13,3,Yes,0,adult
O00602,9/21/2024,C1114,55-64,Male,Dortmund,Desktop,Email,New,P00602,Basic sneakers - brown,Shoes,Sneakers,Puma,41.38,23.02,1,0,0.93,Credit Card,Delivered,3,41.38,17.43,5,No,188,senior
O00603,7/30/2024,C1754,35-44,Male,Hamburg,Desktop,Organic Search,New,P00603,Basic flat shoes - green,Shoes,Flat shoes,Anna Field,37.29,19.56,1,0,2.85,Apple Pay,Delivered,5,37.29,14.88,2,No,137,middle-aged
O00604,10/30/2024,C1136,35-44,Female,Dortmund,Tablet,Organic Search,New,P00604,Cotton coats - navy,Clothing,Coats,JDY,187.23,107.57,1,0,1.15,Apple Pay,Delivered,7,187.23,78.51,5,No,188,middle-aged
O00605,7/31/2025,C1333,35-44,Female,Frankfurt am Main,Tablet,Organic Search,New,P00605,Printed skirts - white,Clothing,Skirts,Pull&Bear,76.3,43.32,1,27,3.68,Debit Card,Shipped,3,55.7,8.7,3,Yes,0,middle-aged
O00606,8/6/2024,C1120,18-24,Female,Stuttgart,Desktop,Organic Search,New,P00606,Lace bags & cases - brown,Accessories,Bags & cases,Anna Field,170.84,81.55,1,24,1.95,Credit Card,Delivered,7,129.84,46.34,3,Yes,101,young
O00607,6/10/2025,C1201,35-44,Female,Frankfurt am Main,Mobile,Organic Search,New,P00607,Leather sportswear - navy,Clothing,Sportswear,The North Face,50.55,23.69,1,7,2.23,Credit Card,Delivered,4,47.01,21.09,2,Yes,36,middle-aged
O00608,10/19/2024,C1342,25-34,Female,Munich,Mobile,Paid Advertising,Returning,P00608,Knitted sunglasses - grey,Accessories,Sunglasses,The North Face,107.94,57.1,2,17,2.2,Gift Card,Processing,1,179.18,62.78,3,Yes,0,adult
O00609,3/30/2025,C1597,18-24,Male,Dusseldorf,Mobile,Organic Search,Returning,P00609,Knitted bags & cases - grey,Accessories,Bags & cases,Bershka,147.81,92.29,1,6,1.57,Apple Pay,Delivered,6,138.94,45.08,3,Yes,0,young
O00610,6/17/2024,C1829,18-24,Male,Cologne,Desktop,Direct,New,P00610,Knitted skirts - beige,Clothing,Skirts,Bershka,67.19,38.18,2,15,1.47,PayPal,Processing,1,114.22,36.39,3,Yes,0,young
O00611,6/12/2025,C1223,45-54,Female,Berlin,Mobile,Direct,Returning,P00611,Basic ballerinas - black,Shoes,Ballerinas,Anna Field,23.32,13.14,1,0,3.5,PayPal,Returned,0,23.32,6.68,3,No,0,older adult
O00612,4/28/2025,C1569,18-24,Female,Dresden,Tablet,Organic Search,Returning,P00612,Oversized training - green,Sports,Training,Nike,81.32,45.05,1,14,1.74,PayPal,Shipped,6,69.94,23.15,3,Yes,0,young
O00613,4/18/2025,C1223,45-54,Male,Essen,Mobile,Organic Search,New,P00613,Lace fragrances - navy,Beauty,Fragrances,Armani Beauty,66.31,31.03,1,0,3.19,Debit Card,Delivered,5,66.31,32.09,5,No,67,older adult
O00614,1/28/2024,C1920,18-24,Male,Berlin,Mobile,Direct,New,P00614,Classic ankle boots - brown,Shoes,Ankle boots,Anna Field,104.8,49.83,1,15,3.56,Debit Card,Delivered,7,89.08,35.69,3,Yes,50,young
O00615,6/27/2025,C1254,25-34,Male,Essen,Mobile,Organic Search,New,P00615,Printed shorts - red,Clothing,Shorts,Adidas,24.73,16.02,1,0,3.95,PayPal,Delivered,6,24.73,4.76,4,No,116,adult
O00616,4/10/2024,C1858,25-34,Female,Frankfurt am Main,Desktop,Direct,VIP,P00616,Slim fit ankle boots - navy,Shoes,Ankle boots,Even&Odd,121.51,64.42,1,0,2.73,PayPal,Returned,0,121.51,54.36,3,No,0,adult
O00617,7/7/2025,C1045,45-54,Female,Dortmund,Mobile,Social Media,Returning,P00617,Leather sandals - white,Shoes,Sandals,Anna Field,73.11,42.65,1,0,1.36,Credit Card,Shipped,7,73.11,29.1,3,No,0,older adult
O00618,11/21/2025,C1840,18-24,Female,Munich,Mobile,Paid Advertising,Returning,P00618,Classic basketball - beige,Sports,Basketball,Nike,146.61,70.51,1,17,1.51,Credit Card,Delivered,5,121.69,49.67,3,Yes,0,young
O00619,11/28/2024,C1050,45-54,Female,Hamburg,Mobile,Paid Advertising,New,P00619,Classic sportswear - brown,Clothing,Sportswear,Hummel,53.81,34.95,1,0,3.47,PayPal,Shipped,3,53.81,15.39,3,No,0,older adult
O00620,9/1/2025,C1801,25-34,Male,Frankfurt am Main,Mobile,Email,New,P00620,Basic outdoor shoes - khaki,Shoes,Outdoor shoes,Nike,127.64,74.83,1,0,1.17,PayPal,Processing,1,127.64,51.64,3,No,0,adult
O00621,10/31/2024,C1587,35-44,Male,Frankfurt am Main,Tablet,Organic Search,Returning,P00621,Knitted jeans - brown,Clothing,Jeans,Levi's,101.99,59.85,3,14,1.76,Credit Card,Delivered,4,263.13,81.82,3,Yes,40,middle-aged
O00622,10/23/2024,C1227,35-44,Female,Cologne,Desktop,Organic Search,New,P00622,Lace scarves - red,Accessories,Scarves,Anna Field,43.95,24.81,1,7,0.35,Credit Card,Delivered,3,40.87,15.71,3,Yes,135,middle-aged
O00623,12/26/2024,C1936,35-44,Female,Berlin,Desktop,Social Media,New,P00623,Basic outdoor shoes - white,Shoes,Outdoor shoes,The North Face,75.92,41.3,1,18,2.35,Google Pay,Returned,0,62.25,18.6,3,Yes,0,middle-aged
O00624,3/10/2024,C1631,45-54,Male,Dusseldorf,Desktop,Direct,VIP,P00624,Padded jeans - brown,Clothing,Jeans,Pull&Bear,148.16,78.24,1,0,3.72,Credit Card,Delivered,3,148.16,66.2,2,No,48,older adult
O00625,10/8/2024,C1631,35-44,Male,Berlin,Desktop,Direct,New,P00625,Classic ankle boots - green,Shoes,Ankle boots,Stradivarius,91.95,49.35,2,0,3.16,Apple Pay,Delivered,4,183.9,82.04,3,No,0,middle-aged
O00626,1/19/2024,C1626,18-24,Male,Dusseldorf,Desktop,Paid Advertising,New,P00626,Padded gloves - grey,Accessories,Gloves,Adidas,62.27,33.39,1,16,1.12,PayPal,Delivered,6,52.31,17.8,3,Yes,0,young
O00627,9/22/2025,C1516,35-44,Female,Munich,Mobile,Paid Advertising,New,P00627,Cotton boots - white,Shoes,Boots,Adidas,78.81,44.48,1,0,4.92,Credit Card,Returned,0,78.81,29.41,3,No,0,middle-aged
O00628,11/8/2024,C1825,25-34,Male,Berlin,Mobile,Organic Search,New,P00628,Oversized jeans - brown,Clothing,Jeans,Noisy May,131.47,84.97,2,11,5.41,Credit Card,Delivered,7,234.02,58.67,4,Yes,103,adult
O00629,12/8/2024,C1730,25-34,Male,Dresden,Desktop,Paid Advertising,Returning,P00629,Printed jackets & blazers - beige,Clothing,Jackets & Blazers,Bershka,150.01,96.46,1,0,3.11,Gift Card,Delivered,5,150.01,50.44,3,No,0,adult
O00630,2/3/2025,C1088,25-34,Female,Berlin,Desktop,Organic Search,New,P00630,Classic ballerinas - brown,Shoes,Ballerinas,Stradivarius,69.32,43.73,1,19,3.13,Gift Card,Shipped,2,56.15,9.29,3,Yes,0,adult
O00631,4/26/2025,C1583,45-54,Female,Berlin,Mobile,Referral,New,P00631,Slim fit jeans - grey,Clothing,Jeans,Pull&Bear,93.2,44.52,1,0,0.48,PayPal,Returned,0,93.2,48.2,3,No,0,older adult
O00632,10/26/2025,C1951,35-44,Male,Dresden,Desktop,Organic Search,VIP,P00632,Lace scarves - white,Accessories,Scarves,The North Face,45.85,23.65,1,7,3.91,Credit Card,Delivered,3,42.64,15.08,5,Yes,195,middle-aged
O00633,10/12/2025,C1412,25-34,Male,Stuttgart,Desktop,Organic Search,Returning,P00633,Basic sneakers - black,Shoes,Sneakers,Nike,84.55,50.95,1,24,0.71,Debit Card,Delivered,2,64.26,12.6,4,Yes,113,adult
O00634,1/31/2024,C1539,35-44,Male,Frankfurt am Main,Desktop,Email,Returning,P00634,Cotton knitwear & cardigans - green,Clothing,Knitwear & Cardigans,Only,112.46,70.55,2,14,0.86,PayPal,Delivered,4,193.43,51.47,2,Yes,123,middle-aged
O00635,1/11/2025,C1821,35-44,Female,Frankfurt am Main,Desktop,Direct,New,P00635,Printed house shoes - brown,Shoes,House shoes,Hunkemöller,52.05,28.06,1,0,2.38,Google Pay,Delivered,5,52.05,21.61,1,No,31,middle-aged
O00636,7/26/2025,C1277,25-34,Female,Essen,Desktop,Organic Search,New,P00636,Padded swimwear - white,Clothing,Swimwear,Bershka,74.5,40.08,2,13,2.55,Google Pay,Delivered,7,129.63,46.92,4,Yes,41,adult
O00637,2/23/2025,C1884,55-64,Female,Munich,Tablet,Direct,New,P00637,Classic ballerinas - grey,Shoes,Ballerinas,Anna Field,49.35,22.86,1,16,4.13,Gift Card,Delivered,2,41.45,14.46,4,Yes,173,senior
O00638,2/2/2025,C1695,35-44,Female,Essen,Desktop,Email,VIP,P00638,Printed boots - navy,Shoes,Boots,Adidas,67.96,38.32,1,20,0.29,Credit Card,Delivered,5,54.37,15.76,5,Yes,75,middle-aged
O00639,9/25/2025,C1161,35-44,Male,Cologne,Mobile,Organic Search,Returning,P00639,Knitted boots - black,Shoes,Boots,The North Face,117.54,55.79,1,0,2.68,Apple Pay,Returned,0,117.54,59.07,3,No,0,middle-aged
O00640,9/16/2024,C1121,35-44,Male,Stuttgart,Mobile,Email,New,P00640,Basic gloves - grey,Accessories,Gloves,Anna Field,53.19,30.84,1,0,3.2,Google Pay,Delivered,6,53.19,19.15,3,No,74,middle-aged
O00641,4/9/2025,C1662,25-34,Male,Hamburg,Desktop,Direct,Returning,P00641,Slim fit mules - black,Shoes,Mules,Anna Field,60.65,35.9,1,21,2.13,PayPal,Delivered,4,47.91,9.88,2,Yes,107,adult
O00642,3/18/2025,C1330,35-44,Female,Hamburg,Mobile,Paid Advertising,Returning,P00642,Classic running - navy,Sports,Running,New Balance,104.21,62.29,1,9,0.9,Credit Card,Delivered,2,94.83,31.64,2,Yes,92,middle-aged
O00643,7/8/2025,C1744,25-34,Female,Frankfurt am Main,Mobile,Direct,Returning,P00643,Printed beach shoes - grey,Shoes,Beach shoes,Nike,57.71,29.99,3,0,1.96,PayPal,Shipped,7,173.13,81.2,3,No,0,adult
O00644,6/20/2025,C1387,35-44,Male,Munich,Mobile,Direct,Returning,P00644,Basic sandals - red,Shoes,Sandals,Bershka,32.39,16.55,1,0,3.23,Gift Card,Delivered,4,32.39,12.61,5,No,182,middle-aged
O00645,12/4/2024,C1885,35-44,Male,Berlin,Mobile,Organic Search,New,P00645,Basic sportswear - brown,Clothing,Sportswear,The North Face,49.33,29.16,1,24,0.19,Credit Card,Delivered,2,37.49,8.14,5,Yes,119,middle-aged
O00646,10/3/2024,C1244,18-24,Female,Munich,Mobile,Organic Search,New,P00646,Slim fit hats & caps - blue,Accessories,Hats & caps,Bershka,13.92,8.02,1,0,2.17,PayPal,Processing,0,13.92,3.73,3,No,0,young
O00647,6/6/2025,C1412,18-24,Male,Cologne,Mobile,Social Media,Returning,P00647,Oversized sneakers - blue,Shoes,Sneakers,New Balance,88.78,44.22,1,23,4.37,Apple Pay,Cancelled,0,68.36,19.77,3,Yes,0,young
O00648,9/7/2025,C1697,35-44,Male,Cologne,Desktop,Paid Advertising,Returning,P00648,Printed ankle boots - navy,Shoes,Ankle boots,Anna Field,149.27,83.99,1,0,3.34,Credit Card,Delivered,5,149.27,61.94,3,No,91,middle-aged
O00649,7/15/2025,C1701,25-34,Female,Hamburg,Mobile,Organic Search,New,P00649,Leather sandals - red,Shoes,Sandals,Nike,24.83,12.44,1,0,2.09,Google Pay,Delivered,5,24.83,10.3,1,No,154,adult
O00650,5/19/2025,C1985,45-54,Female,Dresden,Mobile,Organic Search,New,P00650,Slim fit sportswear - red,Clothing,Sportswear,Adidas,58.08,31.16,1,30,1.16,PayPal,Delivered,4,40.66,8.34,5,Yes,106,older adult
O00651,2/26/2025,C1190,25-34,Female,Munich,Desktop,Social Media,New,P00651,Basic socks & tights - beige,Clothing,Socks & Tights,Next,21.04,11.27,3,0,3.75,PayPal,Delivered,5,63.12,25.56,3,No,0,adult
O00652,11/28/2024,C1253,25-34,Male,Dusseldorf,Mobile,Direct,New,P00652,Knitted sweatshirts & hoodies - red,Clothing,Sweatshirts & Hoodies,Bershka,52.03,30.75,1,0,3.85,Debit Card,Cancelled,0,52.03,17.43,3,No,0,adult
O00653,2/22/2025,C1980,25-34,Female,Frankfurt am Main,Mobile,Paid Advertising,VIP,P00653,Cotton hats & caps - red,Accessories,Hats & caps,Carhartt WIP,25.77,13.07,2,0,5.46,Apple Pay,Delivered,6,51.54,19.94,3,No,1,adult
O00654,12/25/2024,C1085,35-44,Male,Berlin,Mobile,Paid Advertising,Returning,P00654,Classic tennis - green,Sports,Tennis,Adidas,131.86,64.34,1,0,4.44,Google Pay,Delivered,6,131.86,63.08,5,No,1,middle-aged
O00655,5/14/2025,C1702,25-34,Male,Dusseldorf,Mobile,Paid Advertising,New,P00655,Leather bags & cases - white,Accessories,Bags & cases,Casio,157.94,78.27,2,15,2.62,Credit Card,Delivered,3,268.5,109.34,2,Yes,161,adult
O00656,1/16/2025,C1262,18-24,Female,Berlin,Mobile,Organic Search,Returning,P00656,Knitted socks & tights - grey,Clothing,Socks & Tights,Nike,16.46,9.03,1,21,4.56,Debit Card,Returned,0,13,-0.59,3,Yes,0,young
O00657,7/11/2025,C1128,18-24,Male,Berlin,Mobile,Organic Search,VIP,P00657,Padded belts - grey,Accessories,Belts,Urban Classics,39.84,18.66,1,0,2.53,PayPal,Processing,2,39.84,18.65,3,No,0,young
O00658,10/11/2024,C1663,45-54,Female,Essen,Tablet,Email,New,P00658,Oversized gloves - blue,Accessories,Gloves,Adidas,16.07,7.48,1,0,4.42,Google Pay,Shipped,2,16.07,4.17,3,No,0,older adult
O00659,1/24/2025,C1321,18-24,Male,Frankfurt am Main,Mobile,Direct,New,P00659,Printed dresses - green,Clothing,Dresses,Mango,50.25,25.31,2,27,2.2,Gift Card,Delivered,5,73.36,20.54,5,Yes,181,young
O00660,3/28/2025,C1622,35-44,Male,Berlin,Desktop,Organic Search,New,P00660,Slim fit sneakers - black,Shoes,Sneakers,Nike,148.67,75.77,3,0,3.47,Google Pay,Delivered,7,446.01,215.23,5,No,36,middle-aged
O00661,4/17/2024,C1012,18-24,Female,Stuttgart,Mobile,Organic Search,New,P00661,Leather skirts - black,Clothing,Skirts,JDY,45.97,22.44,2,0,4.14,Debit Card,Delivered,6,91.94,42.92,3,No,0,young
O00662,6/27/2024,C1075,35-44,Male,Cologne,Desktop,Email,New,P00662,Basic bags & cases - blue,Accessories,Bags & cases,Anna Field,195.09,118.43,2,0,0.88,Debit Card,Delivered,5,390.18,152.44,4,No,99,middle-aged
O00663,10/27/2024,C1819,35-44,Male,Berlin,Mobile,Organic Search,New,P00663,Slim fit bags & cases - beige,Accessories,Bags & cases,Casio,127.5,76.51,1,0,0.98,Credit Card,Delivered,3,127.5,50.01,3,No,0,middle-aged
O00664,8/16/2025,C1397,45-54,Female,Frankfurt am Main,Mobile,Referral,New,P00664,Padded jeans - red,Clothing,Jeans,Bershka,122.61,73.23,1,0,4.3,Google Pay,Delivered,7,122.61,45.08,3,No,0,older adult
O00665,5/22/2024,C1360,35-44,Female,Stuttgart,Mobile,Email,VIP,P00665,Lace jackets & blazers - beige,Clothing,Jackets & Blazers,JDY,96.95,62.2,1,26,4.68,Apple Pay,Delivered,4,71.74,4.86,1,Yes,139,middle-aged
O00666,7/14/2024,C1156,55-64,Male,Munich,Desktop,Social Media,New,P00666,Knitted bridal shoes - black,Shoes,Bridal shoes,Bershka,76.11,35.53,2,0,3.88,PayPal,Returned,0,152.22,77.28,3,No,0,senior
O00667,9/3/2025,C1002,18-24,Female,Hamburg,Mobile,Direct,Returning,P00667,Oversized sweatshirts & hoodies - red,Clothing,Sweatshirts & Hoodies,Mira Paris,69.12,33.23,1,0,4.45,Debit Card,Delivered,4,69.12,31.44,3,No,0,young
O00668,12/13/2024,C1279,45-54,Female,Dusseldorf,Mobile,Social Media,Returning,P00668,Leather watches - beige,Accessories,Watches,Swatch,31.91,15.77,3,0,5.99,Credit Card,Delivered,6,95.73,42.43,4,No,145,older adult
O00669,6/3/2024,C1144,25-34,Non-Binary,Cologne,Mobile,Direct,VIP,P00669,Knitted bags & cases - beige,Accessories,Bags & cases,Anna Field,146.38,94.4,1,0,0.96,PayPal,Cancelled,0,146.38,51.02,3,No,0,adult
O00670,1/1/2025,C1157,35-44,Female,Hamburg,Desktop,Organic Search,New,P00670,Knitted sportswear - black,Clothing,Sportswear,Puma,62.24,38.15,3,0,1.92,Apple Pay,Delivered,2,186.72,70.35,2,No,52,middle-aged
O00671,11/7/2024,C1470,18-24,Female,Frankfurt am Main,Mobile,Email,New,P00671,Classic jeans - green,Clothing,Jeans,Levi's,83.39,39.54,1,30,0.85,Apple Pay,Delivered,5,58.37,17.98,3,Yes,0,young
O00672,5/4/2024,C1083,55-64,Female,Stuttgart,Mobile,Organic Search,New,P00672,Padded jeans - brown,Clothing,Jeans,Pull&Bear,60.46,29.2,1,0,4.71,PayPal,Delivered,7,60.46,26.55,3,No,0,senior
O00673,5/17/2024,C1090,45-54,Female,Dortmund,Mobile,Social Media,VIP,P00673,Leather sandals - black,Shoes,Sandals,Adidas,59.58,28.47,2,11,1.34,Credit Card,Shipped,4,106.05,47.77,3,Yes,0,older adult
O00674,8/20/2025,C1214,45-54,Female,Cologne,Mobile,Paid Advertising,Returning,P00674,Lace t-shirts & tops - grey,Clothing,T-shirts & tops,JDY,32.35,20.5,1,0,4.77,Google Pay,Delivered,7,32.35,7.08,3,No,0,older adult
O00675,1/1/2025,C1833,25-34,Female,Berlin,Mobile,Email,Returning,P00675,Classic outdoor shoes - green,Shoes,Outdoor shoes,The North Face,111.85,70.31,1,0,4.4,Google Pay,Delivered,5,111.85,37.14,4,No,127,adult
O00676,5/23/2024,C1864,25-34,Female,Hamburg,Mobile,Organic Search,Returning,P00676,Printed bags & cases - red,Accessories,Bags & cases,Anna Field,73.38,37.72,1,17,2.88,Gift Card,Shipped,2,60.91,20.31,3,Yes,0,adult
O00677,5/23/2025,C1820,45-54,Female,Frankfurt am Main,Mobile,Paid Advertising,New,P00677,Basic jackets & blazers - black,Clothing,Jackets & Blazers,Bershka,154.02,70.59,1,0,1.75,PayPal,Delivered,2,154.02,81.68,1,No,182,older adult
O00678,2/19/2024,C1172,25-34,Female,Dusseldorf,Tablet,Organic Search,New,P00678,Classic sportswear - khaki,Clothing,Sportswear,Nike,55.6,35.85,1,0,0.46,Credit Card,Delivered,5,55.6,19.29,3,No,23,adult
O00679,1/2/2024,C1748,25-34,Male,Berlin,Mobile,Email,New,P00679,Lace sets and calendars - blue,Beauty,Sets and calendars,Narciso Rodriguez,44.77,26.77,3,0,4.76,Credit Card,Delivered,4,134.31,49.24,3,No,0,adult
O00680,1/4/2025,C1496,25-34,Female,Berlin,Mobile,Email,New,P00680,Padded coats - green,Clothing,Coats,Anna Field,206.96,109.32,1,0,4.1,Google Pay,Delivered,7,206.96,93.54,1,No,71,adult
O00681,8/31/2025,C1419,25-34,Male,Hamburg,Desktop,Email,Returning,P00681,Oversized skirts - white,Clothing,Skirts,Pull&Bear,50.3,29.29,2,16,1.68,Apple Pay,Processing,2,84.5,24.24,3,Yes,0,adult
O00682,10/8/2024,C1753,25-34,Female,Essen,Desktop,Paid Advertising,Returning,P00682,Slim fit ankle boots - green,Shoes,Ankle boots,Bershka,133.34,72.53,2,8,1.31,Credit Card,Delivered,5,245.35,98.98,3,Yes,34,adult
O00683,4/27/2025,C1483,18-24,Female,Essen,Mobile,Paid Advertising,New,P00683,Printed ankle boots - green,Shoes,Ankle boots,Stradivarius,48.6,26.73,1,0,2.48,Gift Card,Shipped,6,48.6,19.39,3,No,0,young
O00684,11/9/2025,C1297,35-44,Male,Dortmund,Mobile,Paid Advertising,New,P00684,Cotton pumps - brown,Shoes,Pumps,Stradivarius,149.85,83.26,1,0,2.17,Credit Card,Shipped,4,149.85,64.42,3,No,0,middle-aged
O00685,9/5/2024,C1354,35-44,Female,Dortmund,Mobile,Organic Search,New,P00685,Slim fit sweatshirts & hoodies - khaki,Clothing,Sweatshirts & Hoodies,Adidas,72.88,44.01,2,21,1.07,Google Pay,Processing,2,115.15,26.06,3,Yes,0,middle-aged
O00686,11/17/2025,C1483,35-44,Non-Binary,Berlin,Desktop,Email,Returning,P00686,Lace hats & caps - khaki,Accessories,Hats & caps,The North Face,66.91,36.45,2,0,5.43,Google Pay,Delivered,3,133.82,55.49,1,No,87,middle-aged
O00687,2/4/2025,C1396,18-24,Male,Hamburg,Mobile,Email,Returning,P00687,Slim fit socks & tights - white,Clothing,Socks & Tights,Next,12.36,5.63,2,17,1.35,PayPal,Shipped,5,20.52,7.91,3,Yes,0,young
O00688,6/9/2025,C1862,45-54,Female,Munich,Desktop,Organic Search,New,P00688,Basic sandals - green,Shoes,Sandals,Anna Field,33.68,21.81,1,13,2.4,Credit Card,Delivered,3,29.3,5.09,1,Yes,138,older adult
O00689,1/18/2024,C1122,45-54,Male,Hamburg,Mobile,Organic Search,Returning,P00689,Lace hats & caps - pink,Accessories,Hats & caps,Bershka,60.22,38.21,1,20,2.86,PayPal,Delivered,3,48.18,7.11,5,Yes,42,older adult
O00690,7/1/2024,C1037,18-24,Female,Munich,Mobile,Email,New,P00690,Cotton t-shirts & tops - white,Clothing,T-shirts & tops,JDY,24.35,12.31,3,27,3.95,PayPal,Delivered,4,53.33,12.45,5,Yes,70,young
O00691,4/16/2025,C1549,35-44,Female,Frankfurt am Main,Mobile,Direct,New,P00691,Oversized dresses - brown,Clothing,Dresses,Pull&Bear,65.66,38.97,1,0,4.02,PayPal,Returned,0,65.66,22.67,3,No,0,middle-aged
O00692,1/29/2024,C1638,45-54,Female,Dortmund,Desktop,Direct,New,P00692,Oversized sportswear - blue,Clothing,Sportswear,Hummel,50.23,31.27,1,0,3.49,Credit Card,Delivered,2,50.23,15.47,5,No,24,older adult
O00693,2/3/2024,C1311,35-44,Female,Dortmund,Desktop,Email,New,P00693,Cotton knitwear & cardigans - grey,Clothing,Knitwear & Cardigans,Only,70.23,34.89,1,27,3.68,Google Pay,Delivered,4,51.27,12.7,2,Yes,49,middle-aged
O00694,5/6/2024,C1356,18-24,Female,Dresden,Desktop,Referral,New,P00694,Basic jackets & blazers - beige,Clothing,Jackets & Blazers,Anna Field,114.28,52.45,1,21,4.41,Credit Card,Delivered,3,90.28,33.42,2,Yes,79,young
O00695,8/15/2024,C1090,18-24,Female,Stuttgart,Mobile,Paid Advertising,New,P00695,Printed swimwear - grey,Clothing,Swimwear,Bershka,20.54,9.85,1,22,0.18,Apple Pay,Delivered,2,16.02,5.99,3,Yes,0,young
O00696,11/30/2024,C1193,18-24,Male,Essen,Mobile,Social Media,New,P00696,Oversized pumps - navy,Shoes,Pumps,Stradivarius,72.22,35.32,3,30,2.79,PayPal,Delivered,2,151.66,42.91,5,Yes,161,young
O00697,2/18/2024,C1413,35-44,Male,Stuttgart,Desktop,Social Media,VIP,P00697,Slim fit mules - black,Shoes,Mules,Bershka,98.67,53.38,2,28,1.99,Debit Card,Delivered,2,142.08,33.33,5,Yes,24,middle-aged
O00698,5/19/2024,C1796,25-34,Female,Munich,Mobile,Social Media,Returning,P00698,Leather tennis - khaki,Sports,Tennis,Nike,67.9,39.33,1,0,0.48,PayPal,Delivered,7,67.9,28.09,2,No,155,adult
O00699,8/16/2025,C1756,55-64,Male,Hamburg,Mobile,Paid Advertising,New,P00699,Leather sunglasses - grey,Accessories,Sunglasses,Bershka,75.19,44.64,1,0,1.97,PayPal,Delivered,3,75.19,28.58,4,No,48,senior
O00700,5/9/2025,C1240,18-24,Male,Dortmund,Mobile,Organic Search,New,P00700,Leather jeans - white,Clothing,Jeans,Levi's,44.59,24.72,3,0,4.45,Google Pay,Cancelled,0,133.77,55.16,3,No,0,young
O00701,4/10/2025,C1582,45-54,Male,Munich,Mobile,Paid Advertising,Returning,P00701,Oversized running - black,Sports,Running,Nike,83.67,38.93,1,0,1.65,Google Pay,Delivered,5,83.67,43.09,5,No,41,older adult
O00702,6/9/2025,C1621,45-54,Female,Stuttgart,Mobile,Direct,New,P00702,Leather sunglasses - navy,Accessories,Sunglasses,The North Face,80.99,50.57,1,8,2.79,Gift Card,Delivered,6,74.51,21.15,1,Yes,140,older adult
O00703,8/23/2025,C1079,35-44,Female,Munich,Mobile,Paid Advertising,New,P00703,Printed jumpsuits - navy,Clothing,Jumpsuits,Pull&Bear,119.62,73.09,1,0,3.74,Google Pay,Shipped,3,119.62,42.79,3,No,0,middle-aged
O00704,1/9/2024,C1805,35-44,Female,Cologne,Mobile,Organic Search,Returning,P00704,Printed pumps - black,Shoes,Pumps,Anna Field,52.61,24.83,1,0,1.01,Gift Card,Returned,0,52.61,26.77,3,No,0,middle-aged
